name,surname,fullname,sex,birth date,id,id_type,phone_number
Farrah,Chen,Farrah Chen,female,2000-01-19,IX6507107W,Italian driving license card,00393505301167
Kevi,Jovanovi,Kevi Jovanovi,male,1953-08-19,OU7672647U,Italian driving license card,00393501518258
Clizia,Peggion,Clizia Peggion,female,1931-05-25,OH25117WB,Italian electronic identity card,00393238350995
Franco,Blandino,Franco Blandino,male,1968-04-01,KD29485GW,Italian electronic identity card,00393701390501
Miriam,Santi,Miriam Santi,female,1949-03-28,NZ7579078L,Italian driving license card,00393337512172
Cristiano,Citterio,Cristiano Citterio,male,2009-12-04,MP1411474X,Italian driving license card,00393701449196
Giampaolo,Marzaduri,Giampaolo Marzaduri,male,1956-12-10,BY38027HW,Italian electronic identity card,00393209830462
Veronica,Motta,Veronica Motta,female,2017-01-25,BC7188584,Italian passport,00393736505597
Cristina,Leporieri,Cristina Leporieri,female,1951-06-03,GF53378ZB,Italian electronic identity card,00393515443085
Monica,Melotti,Monica Melotti,female,1959-07-27,MQ30094OC,Italian electronic identity card,00393245528381
Valentina,Pisano,Valentina Pisano,female,1997-01-30,LN1024751,Italian passport,00393778392187
Alessandra YR,DI Gennaro,Alessandra YR DI Gennaro,female,1932-12-03,KC7320979,Italian passport,00393793308604
Lorenzo,Orlando,Lorenzo Orlando,male,1962-09-11,QQ45335VX,Italian electronic identity card,00393311371995
Poalo,Vitale,Poalo Vitale,male,1933-12-15,EM5828559J,Italian driving license card,00393701761135
Mario,Gattone,Mario Gattone,male,1988-02-15,VQ2671123W,Italian driving license card,00393793219930
Alexander,Monaro,Alexander Monaro,male,1933-05-14,TQ81770JS,Italian electronic identity card,00393703399525
Sara,Soldano,Sara Soldano,female,1944-06-19,EL4756887W,Italian driving license card,00393701192178
Gabriele,Nardi,Gabriele Nardi,male,2015-08-14,ME65941XU,Italian electronic identity card,00393207531546
Luca,Paun,Luca Paun,male,1985-08-09,FD90722RV,Italian electronic identity card,00393757416873
Marco,Pavone,Marco Pavone,male,2005-10-12,XY5226103,Italian passport,00393793323825
Leo,Canciello,Leo Canciello,male,1977-04-05,JI4068726R,Italian driving license card,00393500731241
Silvana,Fiore,Silvana Fiore,female,1994-01-30,YN9692244,Italian passport,00393611516233
Paolo,Moruzzi,Paolo Moruzzi,male,1981-10-20,SY9706284O,Italian driving license card,00393793280737
Massimiliano,Graziani,Massimiliano Graziani,male,1939-05-15,ON9311757,Italian passport,00393783726669
Mario,Messano,Mario Messano,male,1930-09-28,LK5537274Z,Italian driving license card,00393703565526
Francesco,Marchesano,Francesco Marchesano,male,1972-12-14,FV9147692O,Italian driving license card,00393701257281
Rosalba,Fattori,Rosalba Fattori,female,1970-10-28,QY6124421B,Italian driving license card,00393514557990
Pier,Piero,Pier Piero,male,1948-12-24,AS6903524Y,Italian driving license card,00393778272856
Maurizia,Beccaria,Maurizia Beccaria,female,1965-08-16,FZ12978SO,Italian electronic identity card,00393936305914
Manuel,Burro,Manuel Burro,male,1950-12-23,LK57769LM,Italian electronic identity card,00393701591712
Joel,Nesti,Joel Nesti,male,2018-11-04,FD77682GE,Italian electronic identity card,00393733497791
Simona,Frattari,Simona Frattari,female,1938-09-12,MN6431600,Italian passport,00393783162401
Aman,Singh,Aman Singh,male,1970-10-14,YP60128XY,Italian electronic identity card,00393757499415
Gianluca,Brugi,Gianluca Brugi,male,1930-09-25,IZ4007353,Italian passport,00393779150787
Flavio,Tasende,Flavio Tasende,male,1990-02-19,NY4847824,Italian passport,00393509308860
Lourice,Philopos,Lourice Philopos,female,1932-06-22,TT5301736,Italian passport,00393201069996
Greta Giulia,Gentile,Greta Giulia Gentile,female,1942-11-26,IJ3865010Z,Italian driving license card,00393517412816
Roberto,Fiore,Roberto Fiore,male,2001-06-02,VR6462921,Italian passport,00393505826814
Luca,Trentini,Luca Trentini,male,1972-03-16,SW16221KY,Italian electronic identity card,00393514369643
Luigi,Pellegrino,Luigi Pellegrino,male,1950-11-22,CS8766845W,Italian driving license card,00393500590201
Sanjeewa,Weerasingha,Sanjeewa Weerasingha,male,1974-01-27,OK33448VC,Italian electronic identity card,00393778939052
Michele,Russo,Michele Russo,male,1939-09-08,TE42618OD,Italian electronic identity card,00393777630333
Alessandro,Mauro,Alessandro Mauro,male,1992-09-06,QQ8372840,Italian passport,00393778687631
Valentina,La Minnie,Valentina La Minnie,female,1983-12-19,HK9171323,Italian passport,00393755264978
Nicola,Rubes,Nicola Rubes,male,1936-02-16,AM20111TQ,Italian electronic identity card,00393511166151
Maria Immacolata,Maisto,Maria Immacolata Maisto,female,1934-08-28,YH7311597,Italian passport,00393756922862
Biagio,Liggieri,Biagio Liggieri,male,1957-01-11,MN2388493J,Italian driving license card,00393625327010
Anna,Campobasso,Anna Campobasso,female,2013-01-22,MU62695PS,Italian electronic identity card,00393515400520
Paolo,Paolini,Paolo Paolini,male,1986-12-20,SE4069854,Italian passport,00393778788483
Paolo,Balzani,Paolo Balzani,male,1965-04-29,GZ82083PM,Italian electronic identity card,00393442525612
Giovanna,Arcidiacono,Giovanna Arcidiacono,female,1971-04-03,WL7643666,Italian passport,00393204814451
Michela,Accetturo,Michela Accetturo,female,2012-09-12,HE6251209,Italian passport,00393756679062
Claudio,Giorni,Claudio Giorni,male,1960-03-21,JT82566FL,Italian electronic identity card,00393777191057
Fabio,Viglione,Fabio Viglione,male,1950-03-04,OE9567047,Italian passport,00393311201199
Alex,Alieo,Alex Alieo,male,1973-09-01,UU1682765S,Italian driving license card,00393792321740
Ilenia,Meli,Ilenia Meli,female,1998-02-15,GL8339787,Italian passport,00393821668517
Roberta,Pileri,Roberta Pileri,female,2003-07-30,TY7143315V,Italian driving license card,00393703480642
Antonio,Ciriello,Antonio Ciriello,male,1951-08-25,IX97323ZP,Italian electronic identity card,00393791397980
Coccinella,Rossa,Coccinella Rossa,male,1973-04-10,EP1771924A,Italian driving license card,00393665807202
Dana,Betlevy,Dana Betlevy,female,2014-05-18,EE8645026,Italian passport,00393778347178
Catia,Centorame,Catia Centorame,female,1996-11-14,XR8868268,Italian passport,00393791192428
Francesca,Chindamo,Francesca Chindamo,female,2010-08-11,GW3201972,Italian passport,00393783664626
Dariusz,Cyckajtys,Dariusz Cyckajtys,male,1983-05-10,DD24830XI,Italian electronic identity card,00393369032373
Haddad,Abdelbasset,Haddad Abdelbasset,male,1951-03-03,WR8679298R,Italian driving license card,00393777243166
Michela,Caiazzo,Michela Caiazzo,female,1995-09-04,IM5714038,Italian passport,00393793428719
Aniello,Russo,Aniello Russo,male,1970-05-13,FO4790756,Italian passport,00393778600531
Giovanni,Lo Guzzo,Giovanni Lo Guzzo,male,1980-04-05,WP4373170,Italian passport,00393202719832
Mariateresa,Tirella,Mariateresa Tirella,female,1956-06-03,PO5178559X,Italian driving license card,00393783797633
Giorgia,De Mattia,Giorgia De Mattia,female,1946-09-19,ZL1345826,Italian passport,00393793115674
Anna,Grande,Anna Grande,female,1938-07-10,FK7050485,Italian passport,00393770537535
Fabio,Focante,Fabio Focante,male,1996-09-20,AX8921132,Italian passport,00393755990128
Rosario,Romano,Rosario Romano,male,2006-05-07,LF70225OJ,Italian electronic identity card,00393715117495
Rossella,Sodano,Rossella Sodano,female,2000-08-31,BH84678LO,Italian electronic identity card,00393701612114
Matteo,Agostinone,Matteo Agostinone,male,1980-03-24,TK9121504,Italian passport,00393713664512
Livia,Basko,Livia Basko,female,1934-04-01,SB38430GR,Italian electronic identity card,00393201254398
Willy,Vorus,Willy Vorus,male,1993-08-16,XF2701461S,Italian driving license card,00393701563980
Rodica,Matei,Rodica Matei,female,1948-10-28,LY37299FJ,Italian electronic identity card,00393378359974
Giulietto,Rago,Giulietto Rago,male,1983-09-21,BS8215195,Italian passport,00393423327417
Michela,Cierro,Michela Cierro,female,2006-07-05,OS8585474,Italian passport,00393386122574
Luigi,Iannuzzi,Luigi Iannuzzi,male,2006-08-01,CR29287LK,Italian electronic identity card,00393793488150
Giuseppe,Vannella,Giuseppe Vannella,male,2008-06-06,UY4505171U,Italian driving license card,00393302266127
Angelo,Miranda,Angelo Miranda,male,1947-10-06,KL4566566A,Italian driving license card,00393791364940
Alijon,Batusha,Alijon Batusha,male,1952-05-30,LU4820103,Italian passport,00393778785928
Sonny,Griesi,Sonny Griesi,male,1953-07-30,QX8590825Y,Italian driving license card,00393773255474
Giacomo,Piva,Giacomo Piva,male,1957-12-13,OO5537597,Italian passport,00393793214254
Gaia,Pellegrini,Gaia Pellegrini,female,1930-08-13,KU8977790,Italian passport,00393778456081
Renato,Giorgetti,Renato Giorgetti,male,1931-09-11,FF9382949,Italian passport,00393793305339
Alessandra,Monti,Alessandra Monti,female,1993-10-12,JR8561252,Italian passport,00393791466101
Matt,Kjelbergg,Matt Kjelbergg,male,1981-07-23,MS9456651,Italian passport,00393773154166
Marzia,Ciullo,Marzia Ciullo,female,1989-03-18,FZ1004597,Italian passport,00393778360766
Fulvia,Gagliotta,Fulvia Gagliotta,female,1957-04-20,JR35838WQ,Italian electronic identity card,00393791546551
源,徐,源 徐,male,1964-03-09,OE37353QR,Italian electronic identity card,00393711901047
Chez,Jose,Chez Jose,female,2001-12-23,QW80851IM,Italian electronic identity card,00393311943791
AnnaPia,Mangiacotti,AnnaPia Mangiacotti,female,1959-08-28,TH7994750L,Italian driving license card,00393791784943
Nunzia,Denuzzo,Nunzia Denuzzo,female,1984-02-13,SR9822503S,Italian driving license card,00393710131858
Pietro,Sinnonio,Pietro Sinnonio,male,1933-02-13,KP4610192,Italian passport,00393510327605
Giulio,Vatrini,Giulio Vatrini,male,2012-01-16,UP8859928Q,Italian driving license card,00393701791810
Antonella,Di Paola,Antonella Di Paola,female,1933-12-23,BH8665019E,Italian driving license card,00393689859584
Gianni,Gervasi,Gianni Gervasi,male,1963-10-02,QB77592WF,Italian electronic identity card,00393756862773
Corrada,Bellini,Corrada Bellini,female,1985-02-13,KP74793MS,Italian electronic identity card,00393201739168
Vincenzo,Rega,Vincenzo Rega,male,2015-11-06,AT5315218,Italian passport,00393777101362
Jack,Sala,Jack Sala,male,2008-08-25,CF77609TH,Italian electronic identity card,00393703147553
Giuseppe,Coppola,Giuseppe Coppola,male,2000-08-31,YR1277615R,Italian driving license card,00393710330323
Gianni,Oliva,Gianni Oliva,male,1987-09-27,GA5075074N,Italian driving license card,00393793155116
Alessandro,Montanari,Alessandro Montanari,male,1948-09-21,JY70031EY,Italian electronic identity card,00393711891518
Giuseppina,Rizzo,Giuseppina Rizzo,female,1965-09-27,DV1786521,Italian passport,00393509430646
Giovanna,Cirino,Giovanna Cirino,female,1940-01-17,DK1673919X,Italian driving license card,00393314863718
Michele,Gottardo,Michele Gottardo,male,1947-11-04,LI4853202D,Italian driving license card,00393624488136
Cisano,Bike Rent,Cisano Bike Rent,male,2007-08-08,DI6849293J,Italian driving license card,00393898283032
Carmen,Allocca,Carmen Allocca,female,1942-03-01,JA88678IR,Italian electronic identity card,00393622445832
Kili,Maccagno,Kili Maccagno,male,1961-12-02,FD56417JG,Italian electronic identity card,00393778316712
Muharem,Boss,Muharem Boss,male,1930-04-06,QH1508644R,Italian driving license card,00393501965640
Valeria,Giunta,Valeria Giunta,female,1998-08-22,XA1447232,Italian passport,00393500702686
Carmela,Coppola,Carmela Coppola,female,1966-04-19,EB2125451,Italian passport,00393793176596
Antonio,Testa,Antonio Testa,male,1982-09-17,ZJ8646260V,Italian driving license card,00393778298950
Fabian,Astudillo,Fabian Astudillo,male,1934-08-05,OI7759963,Italian passport,00393778792618
Filippo,Leone,Filippo Leone,male,1947-04-21,DP5322053,Italian passport,00393703191354
Tony,Bruna,Tony Bruna,female,1971-11-08,ML7433391H,Italian driving license card,00393501801493
Giuseppe,Danna,Giuseppe Danna,male,2011-02-28,MK1830054B,Italian driving license card,00393534388105
Pesce,Francesco,Pesce Francesco,male,1963-10-26,DN1724116W,Italian driving license card,00393612583863
Giuseppina,Romoli,Giuseppina Romoli,female,1935-09-17,NN52948NU,Italian electronic identity card,00393512819526
Andrea,Colonna,Andrea Colonna,male,2003-10-21,UY3321016,Italian passport,00393203547039
Marco,Siciliano,Marco Siciliano,male,1981-12-19,DD8287999M,Italian driving license card,00393778722564
Antonella,Palminteri,Antonella Palminteri,female,1934-09-08,FW87801XN,Italian electronic identity card,00393778387148
Dennis,Cirella,Dennis Cirella,male,1944-02-11,IK4843794J,Italian driving license card,00393778696321
Diego,Hernandez,Diego Hernandez,male,1976-02-23,LZ8373544Q,Italian driving license card,00393512706028
Ascref,Jerbi,Ascref Jerbi,male,1951-11-26,KM11845PP,Italian electronic identity card,00393738784594
Ernesto,Greci,Ernesto Greci,male,1969-05-07,JU8900978,Italian passport,00393464535298
Angela,Bencivenga,Angela Bencivenga,female,1960-03-22,MM2078915Q,Italian driving license card,00393701674447
Abdou Khoudia,Diop,Abdou Khoudia Diop,male,2004-04-05,PX9995250,Italian passport,00393202659826
Laura,Neffari,Laura Neffari,female,1930-12-10,AY35395VM,Italian electronic identity card,00393224864633
Stanislava,Jantosz,Stanislava Jantosz,female,1966-03-31,FP10431UN,Italian electronic identity card,00393777320590
Serena,Federico,Serena Federico,female,1972-07-04,OB41935OB,Italian electronic identity card,00393778926588
Giusy,Zullo,Giusy Zullo,female,1975-03-12,FS7311487B,Italian driving license card,00393773668328
Antonio Boccia,Ciriello,Antonio Boccia Ciriello,male,1955-05-09,FS1881616O,Italian driving license card,00393475499864
Adriano,De Giampaulis,Adriano De Giampaulis,male,1961-05-03,RK69420RV,Italian electronic identity card,00393512730901
Ludovica,Iuorio,Ludovica Iuorio,female,1981-12-04,IC7328594,Italian passport,00393779465302
Alessandra,Caselino,Alessandra Caselino,female,2014-05-31,XZ3526526G,Italian driving license card,00393701466733
Federica,Torre,Federica Torre,female,1963-07-23,VO31594SJ,Italian electronic identity card,00393793356234
Francesco,Messina,Francesco Messina,male,1967-05-30,YY93580HU,Italian electronic identity card,00393510693645
Giovanni,Casagrande,Giovanni Casagrande,male,1943-02-17,DD4773415,Italian passport,00393777563281
Teresina,Turco,Teresina Turco,female,1996-05-09,CN1748435H,Italian driving license card,00393822828408
Nicholas,Anelli,Nicholas Anelli,male,2011-03-14,PU3871663,Italian passport,00393701302916
Franco,Cacace,Franco Cacace,male,1970-10-28,PW2450134,Italian passport,00393205602931
Basher,Munshi,Basher Munshi,male,1957-08-27,RO6778675,Italian passport,00393534214107
Ros,Ruocco,Ros Ruocco,male,2002-10-27,GS2745557,Italian passport,00393756524573
Anna,Schioppa,Anna Schioppa,female,1954-01-26,EV4347052Z,Italian driving license card,00393776182468
Paola,Zampiva,Paola Zampiva,female,1990-08-17,EU7374823,Italian passport,00393824349599
Francesco,Pitzianti,Francesco Pitzianti,male,1946-10-31,JR2401892W,Italian driving license card,00393516755092
Abdoul,Thiongane,Abdoul Thiongane,male,1953-09-29,TA2263347O,Italian driving license card,00393773878509
Simone,Vallero,Simone Vallero,male,1966-09-16,LT3821409O,Italian driving license card,00393534430321
Stefano,Fongaro,Stefano Fongaro,male,1996-06-21,PM4284049Y,Italian driving license card,00393777636785
Emanuele,LaNeve,Emanuele LaNeve,male,2008-04-29,AM8500407C,Italian driving license card,00393773890617
Daniela,Vezzoli,Daniela Vezzoli,female,1959-09-05,BJ1033251,Italian passport,00393783864882
Sabrina,Ranucci,Sabrina Ranucci,female,2005-04-25,OV8902690,Italian passport,00393701623992
Moris,Beretta,Moris Beretta,male,1955-09-12,DD3812689,Italian passport,00393202693380
Noemi,Ciambrone,Noemi Ciambrone,female,1957-10-10,QL2671963,Italian passport,00393311148814
Marco,Adami,Marco Adami,male,1996-06-19,ES26171DY,Italian electronic identity card,00393512331809
Alfredo,Massimo,Alfredo Massimo,male,1956-01-31,VG37954PI,Italian electronic identity card,00393500473749
Antonio,De Rosa,Antonio De Rosa,male,2000-05-10,AJ7984067A,Italian driving license card,00393714950678
Chiara,Cellini,Chiara Cellini,female,1953-08-27,ZZ6026400A,Italian driving license card,00393501894274
Michelina,Drusotti,Michelina Drusotti,female,2003-04-22,OF4907257X,Italian driving license card,00393246320048
Michela,Bonfigli,Michela Bonfigli,female,1946-08-18,PO96464IF,Italian electronic identity card,00393783706332
Sebastiano,Speranza,Sebastiano Speranza,male,1996-12-22,TZ93256LA,Italian electronic identity card,00393713827343
Mattia,de Donato,Mattia de Donato,male,2019-08-11,IZ2154304,Italian passport,00393701275561
Alessandro,Zamponi,Alessandro Zamponi,male,2014-09-09,NI5444707,Italian passport,00393773939485
Christian,Lio,Christian Lio,male,1948-10-06,BT7179713N,Italian driving license card,00393778583251
Marco,Federiconi,Marco Federiconi,male,1943-10-05,DI8275612,Italian passport,00393777928580
Giovanni,Di Leva,Giovanni Di Leva,male,1988-03-19,NG3616208,Italian passport,00393686710900
Luca,Bergamo,Luca Bergamo,male,1990-04-20,OD9445913,Italian passport,00393793565440
Ilias,Flauto,Ilias Flauto,male,1995-04-10,TS5479809,Italian passport,00393208393426
Maria,Acquaroni,Maria Acquaroni,female,2012-11-29,YM3374075Y,Italian driving license card,00393518944719
