name,surname,fullname,sex,birth date,id,id_type
Vale,Accarino,Vale Accarino,male,2009-04-18,EI38074XW,Italian electronic identity card
Gianluca,Dalle Molle,Gianluca Dalle Molle,male,1982-07-31,KN48405CU,Italian electronic identity card
Daniele,Loschi,Daniele Loschi,male,1946-06-21,KI5347341K,Italian driving license card
Moni,Mari,Moni Mari,female,1938-06-19,UN2596065J,Italian driving license card
Giuliana,Basco,Giuliana Basco,female,1981-12-29,IF4193349,Italian passport
Simone,Zheng,Simone Zheng,male,1972-04-12,HS66301WJ,Italian electronic identity card
Agnese,Spadoni,Agnese Spadoni,female,1973-11-26,YB6147421F,Italian driving license card
Fabiola,Lenzi,Fabiola Lenzi,female,1934-11-26,VY21119YA,Italian electronic identity card
Guido,Tomassini,Guido Tomassini,male,1945-06-08,PQ73833CX,Italian electronic identity card
Sibilla,Di Camillo,Sibilla Di Camillo,female,1991-09-07,YW6032826U,Italian driving license card
Marica,Gargiulo,Marica Gargiulo,female,1996-01-11,VV61297WB,Italian electronic identity card
Luz Nereyda,Huanccollucho Surco,Luz Nereyda Huanccollucho Surco,female,1932-05-30,GU1269716R,Italian driving license card
Lino,Busato,Lino Busato,male,1978-05-27,QE80519LT,Italian electronic identity card
Meaza,Tesfagiorgis,Meaza Tesfagiorgis,female,1966-11-05,FC2139701,Italian passport
Alfredo,Ciotola,Alfredo Ciotola,male,1986-07-04,ER28379AY,Italian electronic identity card
Hubner,Loyola,Hubner Loyola,male,1950-10-22,UF3012981N,Italian driving license card
Remas,Ana,Remas Ana,female,2000-02-17,TX6782584,Italian passport
Margherita,Dei Tos,Margherita Dei Tos,female,1955-10-01,HQ6796018A,Italian driving license card
Filomena,Liotto,Filomena Liotto,female,1953-11-27,HC7664888V,Italian driving license card
Alfonso,Maggio,Alfonso Maggio,male,1996-06-10,EK2056424E,Italian driving license card
Diego,Ricci,Diego Ricci,male,2018-10-19,GS4853742A,Italian driving license card
Fulvio,Fadel,Fulvio Fadel,male,2016-06-24,FH80290NU,Italian electronic identity card
Carlotta,Bellin,Carlotta Bellin,female,2016-07-10,UY19335YT,Italian electronic identity card
Nello,Mely,Nello Mely,male,2016-08-13,BA1441518,Italian passport
Oscar,Marchetto,Oscar Marchetto,male,1969-02-15,JD94384YE,Italian electronic identity card
Betty,Zodo,Betty Zodo,female,1975-11-22,DO7681356Q,Italian driving license card
Vittorio,Galassi,Vittorio Galassi,male,2018-07-01,GW45570QB,Italian electronic identity card
Susanna,Ongaro,Susanna Ongaro,female,1966-12-16,PO99666WS,Italian electronic identity card
Diego,Rossi,Diego Rossi,male,1932-05-09,VD1937682K,Italian driving license card
Sarah,Salvioni,Sarah Salvioni,female,1978-12-25,QX3670578K,Italian driving license card
Lorenzo,Sironi,Lorenzo Sironi,male,2012-08-25,MK70792TY,Italian electronic identity card
Bruno,Migliaccio,Bruno Migliaccio,male,2018-08-15,IZ78302VZ,Italian electronic identity card
Gui,Dong,Gui Dong,male,2020-06-04,OI71061XV,Italian electronic identity card
Kate,Yanovska,Kate Yanovska,female,1940-05-03,DQ9235044,Italian passport
Carmine,Galano,Carmine Galano,male,2007-01-08,VL2594372,Italian passport
Roberta,Pellizzari,Roberta Pellizzari,female,1966-09-28,KI2466770,Italian passport
Sonia,Gatti,Sonia Gatti,female,1975-01-23,EI27442UQ,Italian electronic identity card
Gabriella,Palcich,Gabriella Palcich,female,2013-12-13,UG1249784,Italian passport
Franco,Campedelli,Franco Campedelli,male,1953-03-21,YE4976896Z,Italian driving license card
Carey,Carey,Carey Carey,female,2008-06-22,TK34224MB,Italian electronic identity card
Samuele,Miino,Samuele Miino,male,1974-06-03,YR1105014Z,Italian driving license card
Francesca,Del Zenero,Francesca Del Zenero,female,1987-11-19,XE2926102,Italian passport
Sara,Bulla,Sara Bulla,female,1952-12-04,UP9858057E,Italian driving license card
Alessandro,Dardano,Alessandro Dardano,male,2007-11-02,XV47176GH,Italian electronic identity card
Antonio,Ambrosio,Antonio Ambrosio,male,1954-07-18,GQ2045665,Italian passport
Cancenzo,Vittivera,Cancenzo Vittivera,male,1964-12-30,WH5530886,Italian passport
Giuseppe,Cacace,Giuseppe Cacace,male,1950-10-21,EX9196719B,Italian driving license card
Giovanni,Dema,Giovanni Dema,male,2007-07-15,ZJ35087VG,Italian electronic identity card
Carmine,Romei,Carmine Romei,male,1991-06-13,CC8295546,Italian passport
Alessandra,Scala,Alessandra Scala,female,2008-02-16,DN5165138F,Italian driving license card
Nicola,Giordano,Nicola Giordano,male,1934-01-07,LK3970238,Italian passport
Maurizio,Cirillo,Maurizio Cirillo,male,1948-02-15,YG9429790,Italian passport
Paolo,Tozzi,Paolo Tozzi,male,1983-09-26,NO5083656O,Italian driving license card
Aldo,Fiore,Aldo Fiore,male,1936-01-24,UZ1797796,Italian passport
Terry,Shuren,Terry Shuren,female,1979-04-27,XL2794118X,Italian driving license card
Luigi,Donadei,Luigi Donadei,male,2019-08-18,YC6875883,Italian passport
Giancarlo,Pisaniello,Giancarlo Pisaniello,male,1995-05-14,NN6807412Y,Italian driving license card
Geremia,Monterisi,Geremia Monterisi,male,1963-07-21,UT7268505,Italian passport
Antonia,Ognissanti,Antonia Ognissanti,female,1952-09-17,LK8881913,Italian passport
Zaccaria,Zuzzu,Zaccaria Zuzzu,female,2017-05-26,CD7595697K,Italian driving license card
Mariolina,Goduto,Mariolina Goduto,female,1985-10-13,YZ2965299,Italian passport
Giovanna,Cicorella,Giovanna Cicorella,female,1950-02-28,IS51592JE,Italian electronic identity card
Giuseppe,Palumbo,Giuseppe Palumbo,male,1999-11-21,YV73546YN,Italian electronic identity card
Bartolomeo,Pacifico,Bartolomeo Pacifico,male,2008-07-28,RQ74432EU,Italian electronic identity card
Mario,Lancione,Mario Lancione,male,2011-03-26,OY80446BM,Italian electronic identity card
La,Fattoria,La Fattoria,male,1936-01-31,WY5914069,Italian passport
Benedetta,Niola,Benedetta Niola,female,1971-02-08,EP15497OS,Italian electronic identity card
Ilgo,Antuzzi,Ilgo Antuzzi,male,1959-04-18,RJ27875VD,Italian electronic identity card
Massimo,De Girolamo,Massimo De Girolamo,male,1980-09-20,WE6370590,Italian passport
Francesco,Arena,Francesco Arena,male,1993-04-10,FD9278842,Italian passport
Antonioefigli,Dellerma,Antonioefigli Dellerma,male,1957-03-25,VF6955462M,Italian driving license card
Luigi,Antonacci,Luigi Antonacci,male,1993-04-30,ZY5176095J,Italian driving license card
Francesca,Marangelli,Francesca Marangelli,female,1990-06-22,RE8861824B,Italian driving license card
Vincenzo,Fiani,Vincenzo Fiani,male,1949-12-02,TW75353QV,Italian electronic identity card
Claudio,Martinelli,Claudio Martinelli,male,1947-09-08,HB35539OT,Italian electronic identity card
Michele,Di Iorio,Michele Di Iorio,male,1974-10-05,QS49139XI,Italian electronic identity card
Rosa,Immordino,Rosa Immordino,female,1940-02-02,LL6006798M,Italian driving license card
Anna Rita,Di Palma,Anna Rita Di Palma,female,2015-06-25,LF3225205,Italian passport
Aldo,Mininanni,Aldo Mininanni,male,1993-03-31,FY3981429S,Italian driving license card
Stefania,Marzio,Stefania Marzio,female,2017-12-13,FT5967794F,Italian driving license card
Gabriele,Cortese,Gabriele Cortese,male,1930-11-07,KB2377428J,Italian driving license card
Roberto,Scarciglia,Roberto Scarciglia,male,1947-09-21,HA5202040,Italian passport
Francesco,Pascali,Francesco Pascali,male,1953-08-12,KS9963800,Italian passport
Giovanna,Catino,Giovanna Catino,female,1993-04-19,JY4162784,Italian passport
Pagliara,Antonio,Pagliara Antonio,male,2001-03-02,LJ8822890S,Italian driving license card
Piero,Marrocco,Piero Marrocco,male,1974-07-11,VO73225DO,Italian electronic identity card
Gianfranco,Cursano,Gianfranco Cursano,male,1939-03-14,OV54351KD,Italian electronic identity card
Francesco,Giosa,Francesco Giosa,male,1974-11-30,FY7210339M,Italian driving license card
Francesco,Santoro,Francesco Santoro,male,1994-05-28,YW50201GB,Italian electronic identity card
Kekka,Masti,Kekka Masti,female,2015-03-11,RQ8331911Z,Italian driving license card
Vincenzo,Felicella,Vincenzo Felicella,male,1991-01-09,FH1817732,Italian passport
Paolo,Sambati,Paolo Sambati,male,1967-11-26,LD7498687,Italian passport
Francesco,Tomat,Francesco Tomat,male,1931-10-20,SZ3900839,Italian passport
Laura,Pacenza,Laura Pacenza,female,1986-11-03,JH6840117,Italian passport
Mattia,Tarantino,Mattia Tarantino,male,1960-02-07,CH8087805,Italian passport
Giuseppe,Carlone,Giuseppe Carlone,male,2015-09-23,PF3632718,Italian passport
Enzo,Tramacere,Enzo Tramacere,male,1952-10-31,TC5970802R,Italian driving license card
Miglietta,Vincenzo,Miglietta Vincenzo,male,2010-03-04,CA88432QX,Italian electronic identity card
Specchia,Saverio,Specchia Saverio,male,1937-05-22,GM59196TU,Italian electronic identity card
Roberto,Fulgido,Roberto Fulgido,male,1931-07-02,XD4106752,Italian passport
Federico,Mimmo,Federico Mimmo,male,1976-12-09,YJ7839069,Italian passport
Sandro,Caputo,Sandro Caputo,male,2019-12-13,XF6131637A,Italian driving license card
Macori,Anna,Macori Anna,female,1982-08-31,HI4953322Y,Italian driving license card
Sandro,Margiotta,Sandro Margiotta,male,1980-06-10,OW9156420,Italian passport
Giovanni,Quarta,Giovanni Quarta,male,1998-08-07,FY9739673,Italian passport
Eugenio,Gravili,Eugenio Gravili,male,1997-11-04,KO1551989,Italian passport
Emilio,Scalinci,Emilio Scalinci,male,1960-07-01,VJ4257094S,Italian driving license card
Giuseppe,Barbera,Giuseppe Barbera,male,1935-05-19,XB8190982,Italian passport
Elena,Gaballo,Elena Gaballo,female,2020-10-04,OP6335504I,Italian driving license card
Sebastiano,Caruso,Sebastiano Caruso,male,1958-12-17,NR8125656,Italian passport
Giuseppe,Pascali,Giuseppe Pascali,male,1970-05-13,YE78169WD,Italian electronic identity card
Nicola Patrizia,Pellino,Nicola Patrizia Pellino,male,1964-10-23,EG5972398Z,Italian driving license card
Raffaello,Murrone,Raffaello Murrone,male,1989-06-28,NB72869JE,Italian electronic identity card
Giovanni,Castoro,Giovanni Castoro,male,1968-04-16,MN8852644,Italian passport
Valerio,De Filippo,Valerio De Filippo,male,1992-12-07,LP1681526,Italian passport
Antonio,Carlino,Antonio Carlino,male,1950-02-10,FE8825974R,Italian driving license card
Luciano,Lillo,Luciano Lillo,male,1968-09-28,CK7802956R,Italian driving license card
Guglielmo,Crepaldi,Guglielmo Crepaldi,male,1934-07-23,ZY1058605,Italian passport
Antonio,Giancane,Antonio Giancane,male,2013-08-27,LV33971KY,Italian electronic identity card
Loredana,Brecciarolla,Loredana Brecciarolla,female,1953-12-01,QP9563200,Italian passport
Aldo Grompone,Salgueiro,Aldo Grompone Salgueiro,male,1955-09-30,JU3791321N,Italian driving license card
Rocco,Zecca,Rocco Zecca,male,1946-02-15,LB4927174B,Italian driving license card
Francesco,Schiavone,Francesco Schiavone,male,2013-02-01,GX30909ZK,Italian electronic identity card
Margherita,Di Campo,Margherita Di Campo,female,1938-05-20,VG20791FQ,Italian electronic identity card
Oronzo,Carrozzo,Oronzo Carrozzo,male,1984-06-15,VK82368AR,Italian electronic identity card
Damiano,Fasiello,Damiano Fasiello,male,1964-06-07,XA51006GK,Italian electronic identity card
Franca,Barba,Franca Barba,female,1949-10-22,AP6025812V,Italian driving license card
Ermanno,Albanese,Ermanno Albanese,male,1935-02-03,GP5250524P,Italian driving license card
Anna,Mitica,Anna Mitica,female,1960-12-06,RA1233912,Italian passport
Andrea,Turchetti,Andrea Turchetti,male,1945-11-10,KW31897XE,Italian electronic identity card
Maciste,Tarantino,Maciste Tarantino,male,2009-08-18,WR61350MA,Italian electronic identity card
Pasquale,Marsano,Pasquale Marsano,male,1936-09-18,VG40640FW,Italian electronic identity card
Gianni,Olivari,Gianni Olivari,male,1984-07-14,BI4861133N,Italian driving license card
Nicola Patrizia,Pellino,Nicola Patrizia Pellino,male,2001-02-01,BC9415504,Italian passport
Emanuele,Pestrichella,Emanuele Pestrichella,male,1976-01-08,PR7763052W,Italian driving license card
Giovanni,Platí,Giovanni Platí,male,1995-01-31,ZI6924317Q,Italian driving license card
Ugo,Poma,Ugo Poma,male,1990-11-27,AE4808514,Italian passport
Massimo,D'urso,Massimo D'urso,male,1993-04-15,KJ63717OW,Italian electronic identity card
Nick,D'andria,Nick D'andria,male,1984-10-05,OQ43809BP,Italian electronic identity card
Umberto,D'Andria,Umberto D'Andria,male,1991-02-03,ZN7023827,Italian passport
Vincenzo,Greco,Vincenzo Greco,male,1960-03-23,ZD88175PB,Italian electronic identity card
Antonietta,Calamiello,Antonietta Calamiello,female,2014-12-20,GS8548795,Italian passport
Geppy,Santoro,Geppy Santoro,male,1992-06-10,FV4145995M,Italian driving license card
Taranto,D'amare,Taranto D'amare,male,1991-02-06,ZM2878475,Italian passport
Giuseppe,Scacchetti,Giuseppe Scacchetti,male,1976-01-16,AI55468IW,Italian electronic identity card
Francesco,Susca,Francesco Susca,male,1939-11-26,KW28818PF,Italian electronic identity card
Luigi,Cavallo,Luigi Cavallo,male,1982-03-11,MY87888PT,Italian electronic identity card
Leena,Aisha,Leena Aisha,female,1965-09-04,PN9772714,Italian passport
Cosimo,Romano,Cosimo Romano,male,1980-12-11,RK6318073O,Italian driving license card
Maria,Esposito,Maria Esposito,female,1972-07-03,SX27742JM,Italian electronic identity card
Paolo,Trifiletti,Paolo Trifiletti,male,1949-01-17,RE7330199,Italian passport
Loredana,Serafini,Loredana Serafini,female,2001-02-27,GN9146244Q,Italian driving license card
Giovanni,Giacovelli,Giovanni Giacovelli,male,2002-06-29,WT6520641I,Italian driving license card
Silvana,Caggiano L,Silvana Caggiano L,female,2005-07-31,LV5718920V,Italian driving license card
Tonino,Augusto,Tonino Augusto,male,1943-12-06,TE53545SC,Italian electronic identity card
Domenico,De Luca,Domenico De Luca,male,1974-04-28,OY22497SX,Italian electronic identity card
Rossella,Dal Cortivo,Rossella Dal Cortivo,female,2009-11-23,LQ75906WC,Italian electronic identity card
Mafalda,Suppa,Mafalda Suppa,female,1951-03-19,CP8773195,Italian passport
Letizia,Lauricella,Letizia Lauricella,female,1982-05-06,KV9859933,Italian passport
Linda,Vivona,Linda Vivona,female,1970-09-23,QR4186330,Italian passport
Rubino,Giovanni,Rubino Giovanni,male,1986-10-11,FJ26787UY,Italian electronic identity card
D'Onghia,Giancarlo,D'Onghia Giancarlo,male,1988-04-08,WP9997285,Italian passport
Marilu',Gasparo,Marilu' Gasparo,female,1984-04-20,NU3004971K,Italian driving license card
Donato,Notaristefano,Donato Notaristefano,male,1935-09-04,BD46309CF,Italian electronic identity card
Giulio,Farella,Giulio Farella,female,1947-06-18,TD67845KJ,Italian electronic identity card
Luigi,Catucci,Luigi Catucci,male,2008-11-26,JL6349855,Italian passport
Giovanna,Bachetti,Giovanna Bachetti,female,1949-12-27,KB8335506O,Italian driving license card
Cicc,Cicc,Cicc Cicc,male,2011-05-10,LW2401328O,Italian driving license card
Armando,Mansi,Armando Mansi,male,1958-06-15,KB5236423I,Italian driving license card
Amedeo,Coronese,Amedeo Coronese,male,2002-05-07,MQ9203365,Italian passport
Raffaele,Colao,Raffaele Colao,male,1938-06-18,SW97264ZE,Italian electronic identity card
Guido,Frondella,Guido Frondella,male,1978-05-06,CQ6156006V,Italian driving license card
Meri,Lanera,Meri Lanera,female,1985-07-07,UI68691SS,Italian electronic identity card
Franca,Petito,Franca Petito,female,1947-08-24,MT5943145,Italian passport
Rosario,Paglione,Rosario Paglione,male,1930-12-07,KH19062OA,Italian electronic identity card
Carmine,Cirillo,Carmine Cirillo,male,1999-02-11,ME69403ET,Italian electronic identity card
Christian,Golin,Christian Golin,male,1959-11-10,AV4919362B,Italian driving license card
Sara,Bocconi,Sara Bocconi,female,1959-01-24,UL30251ER,Italian electronic identity card
Giovanni,D'angelo,Giovanni D'angelo,male,1944-07-25,ZG5833686,Italian passport
Luca,Pecora,Luca Pecora,male,2008-05-05,EA97168ES,Italian electronic identity card
Michael,Marco,Michael Marco,male,1989-04-29,VI7398057,Italian passport
Raffaele,Prato,Raffaele Prato,male,1949-07-12,OR10630QK,Italian electronic identity card
Camilla,Rosamilia,Camilla Rosamilia,female,1942-10-13,EJ5629482D,Italian driving license card
Simone,Piccolo,Simone Piccolo,male,1940-12-17,LN4237696H,Italian driving license card
Elisabetta,Capasso,Elisabetta Capasso,female,1987-01-20,VU75749AF,Italian electronic identity card
Antonia,Terlizzi,Antonia Terlizzi,female,1951-10-18,NN36656UJ,Italian electronic identity card
Norma,Molon,Norma Molon,female,2008-01-25,SD1412832,Italian passport
Luciano,Bonavita,Luciano Bonavita,male,2005-01-05,MF2902927,Italian passport
Luigi,Allocca,Luigi Allocca,male,1949-07-27,XK47184JU,Italian electronic identity card
Crescenzo,Andretta,Crescenzo Andretta,male,2018-06-18,UN1277455,Italian passport
Fausto,Pellizzato,Fausto Pellizzato,male,1988-09-18,EO97619ZT,Italian electronic identity card
Ciro,Petrone,Ciro Petrone,male,1981-12-18,JK6540911,Italian passport
Antonio,Apice,Antonio Apice,male,1988-12-11,NN4424704,Italian passport
Vittorio,Farina,Vittorio Farina,male,1971-08-25,KE8185095F,Italian driving license card
Chiara,Santorelli,Chiara Santorelli,female,1953-01-11,UG7599594W,Italian driving license card
Daniela,Rossi,Daniela Rossi,female,1999-12-27,XQ3190702B,Italian driving license card
Michela,Di Trapani,Michela Di Trapani,female,2001-02-01,DL24973QD,Italian electronic identity card
Rossotta,Banderotas,Rossotta Banderotas,female,1988-03-22,XD1177274F,Italian driving license card
Maria Teresa,Sisto,Maria Teresa Sisto,female,1970-03-29,VX8194596,Italian passport
Amendolagine,Tino,Amendolagine Tino,male,1993-09-20,FI4605173,Italian passport
Enza,Franzese,Enza Franzese,female,1952-01-18,BR6539428,Italian passport
Salvatore,Russo,Salvatore Russo,male,1955-12-18,KF44101ZY,Italian electronic identity card
Peppe,Vitale,Peppe Vitale,male,2009-06-16,DZ1883226J,Italian driving license card
Giovanni,Calzolaio,Giovanni Calzolaio,male,1937-05-16,VI1853563X,Italian driving license card
Giovanni,Granatello,Giovanni Granatello,male,1971-10-18,TU3608624,Italian passport
Vincenzo,Caro Esposito,Vincenzo Caro Esposito,male,2003-06-02,ID8872945P,Italian driving license card
Antonio,Bianco,Antonio Bianco,male,1980-11-03,UP4137681S,Italian driving license card
Salvatore,Pisaniello,Salvatore Pisaniello,male,2017-01-19,EX6557564N,Italian driving license card
Anna,Arcoleo,Anna Arcoleo,female,1972-04-08,GJ5690857,Italian passport
Virgilio,Di Giovanni,Virgilio Di Giovanni,male,2009-10-09,ZK7785477,Italian passport
Antonio,Russiello,Antonio Russiello,male,1938-05-19,NJ1687223T,Italian driving license card
Chiara,Galifuoco,Chiara Galifuoco,female,1941-03-29,NU5724935,Italian passport
